,building,geometry,amenity,shop,leisure,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
184923115,yes,"POLYGON ((9.686372 51.2104728, 9.6862052 51.2104669, 9.686198600000001 51.2105402, 9.6863654 51.2105461, 9.686372 51.2104728))",,,,,,9.686285300000003,51.2105065,1.226538000005048e-08,1
189692158,yes,"POLYGON ((9.7247921 51.1977384, 9.725347299999999 51.1977647, 9.725395199999999 51.1973648, 9.725403999999999 51.1973078, 9.725289999999999 51.1973013, 9.725318700000001 51.1970636, 9.725270099999999 51.1970613, 9.725334999999999 51.1965237, 9.7246431 51.196491, 9.7246162 51.1967141, 9.724902 51.1967276, 9.724834 51.1972911, 9.724845999999999 51.1972917, 9.7248356 51.1973456, 9.7247921 51.1977384))",,,,,,9.72506212582187,51.197123233331745,6.490322299992351e-07,2
189692315,yes,"POLYGON ((9.7216579 51.1990736, 9.722270399999999 51.1990608, 9.722258099999999 51.1988292, 9.7216457 51.198842, 9.7216579 51.1990736))",,supermarket,,,Neukauf,9.72195802562655,51.19895140313819,1.4200021999944025e-07,2
189694138,yes,"POLYGON ((9.6714705 51.2248773, 9.6714053 51.2249781, 9.67136 51.2249666, 9.671174199999999 51.2252539, 9.6711378 51.2252447, 9.6710741 51.2253432, 9.6709163 51.2253032, 9.6711533 51.2249366, 9.6712354 51.2249575, 9.671313 51.2248374, 9.6714705 51.2248773))",,,,,,9.671178528363104,51.22508959415417,9.967418999958449e-08,1
193023663,yes,"POLYGON ((9.703905300000001 51.2133442, 9.704591300000001 51.2132735, 9.7045859 51.2132527, 9.704559100000001 51.2131508, 9.704550299999999 51.2131172, 9.7038642 51.2131878, 9.703905300000001 51.2133442))",,,,,Querschnittgelähmtenzentrum,9.70422774348633,51.21323067800898,1.1016661000081163e-07,1
193023664,yes,"POLYGON ((9.704795300000001 51.2131695, 9.7050242 51.2131092, 9.7049658 51.2130222, 9.705074 51.2129937, 9.7049127 51.2127535, 9.7045756 51.2128423, 9.704795300000001 51.2131695))",,,,,Schwimmbad,9.70483580094462,51.21295310668494,1.1873298500011534e-07,1
196094422,yes,"POLYGON ((9.701728900000001 51.2358076, 9.7016124 51.2357804, 9.7015539 51.2358787, 9.701670399999999 51.2359059, 9.701728900000001 51.2358076))",,,,,,9.7016414,51.23584315,1.3043149999620353e-08,0
196551880,hangar,"POLYGON ((9.7372558 51.1883446, 9.7379926 51.1878968, 9.7379319 51.1878539, 9.7378459 51.1877932, 9.737137799999999 51.1882672, 9.7372558 51.1883446))",,,,,,9.737573273933776,51.188065621401314,1.2638429499929396e-07,2
197884324,office,"POLYGON ((9.721110899999999 51.1927979, 9.7213011 51.1928175, 9.7213478 51.1926393, 9.721442700000001 51.1926491, 9.721467799999999 51.1925531, 9.721182900000001 51.1925237, 9.721110899999999 51.1927979))",,,,,EnergieNetz Mitte,9.721266622446159,51.19265955369259,6.289524999967449e-08,2
197884339,garages,"POLYGON ((9.721485100000001 51.1931539, 9.7215566 51.1928646, 9.721761300000001 51.1928844, 9.7216898 51.1931737, 9.721485100000001 51.1931539))",,,,,,9.721623200000002,51.19301915000001,6.063541000055091e-08,2
197884351,yes,"POLYGON ((9.720930299999999 51.1930704, 9.721005399999999 51.1930788, 9.721050999999999 51.1930888, 9.721083200000001 51.1931124, 9.721102 51.1931544, 9.7210886 51.1931847, 9.7210804 51.1932081, 9.721206499999999 51.1932219, 9.7212254 51.1931796, 9.721220000000001 51.1931326, 9.721203900000001 51.1930973, 9.721171699999999 51.1930603, 9.7211181 51.1930283, 9.721064399999999 51.1930132, 9.721005399999999 51.1929998, 9.720943699999999 51.1929964, 9.720930299999999 51.1930704))",,,,,,9.721099206504858,51.193100532441605,3.276062499964333e-08,2
197884355,yes,"POLYGON ((9.7208176 51.1934347, 9.7214256 51.1935015, 9.7214335 51.1934731, 9.7214407 51.1934739, 9.721451500000001 51.1934354, 9.721375 51.193427, 9.721384499999999 51.1933928, 9.721194000000001 51.1933718, 9.721235 51.1932251, 9.721206499999999 51.1932219, 9.7210804 51.1932081, 9.721056300000001 51.1932945, 9.7210403 51.1933517, 9.7208468 51.1933304, 9.7208176 51.1934347))",,,,,Forstamt Hessisch Lichtenau,9.721127740283707,51.193382210238155,8.521862500047108e-08,2
200896199,church,"POLYGON ((9.7212353 51.1971586, 9.721226400000001 51.1970922, 9.721323399999999 51.1970877, 9.721318 51.1970494, 9.721657799999999 51.1970257, 9.7217117 51.1970437, 9.7217243 51.1970843, 9.721691999999999 51.1971147, 9.7216434 51.197117, 9.7216506 51.1971789, 9.7213432 51.1971969, 9.721337800000001 51.1971508, 9.7212353 51.1971586))",place_of_worship,,,,Ev. Pfarrkirche,9.721484057353711,51.19710948263133,5.965978000100587e-08,2
200897947,yes,"POLYGON ((9.7198536 51.1957567, 9.719894 51.1957472, 9.719912000000001 51.1957226, 9.7198969 51.1956973, 9.7198577 51.195686, 9.7198172 51.1956955, 9.7197993 51.1957201, 9.719814299999999 51.1957454, 9.7198303 51.19575, 9.7198536 51.1957567))",,,,,Obertor,9.719855625032535,51.19572134994422,5.636564999825304e-09,2
200898083,yes,"POLYGON ((9.7198393 51.1957833, 9.719944 51.1957292, 9.720088000000001 51.1958345, 9.719982399999999 51.1958905, 9.719939200000001 51.1958586, 9.719916100000001 51.1958712, 9.7198969 51.1958742, 9.7198729 51.19587, 9.719861399999999 51.1958604, 9.719854700000001 51.1958459, 9.719865199999999 51.1958309, 9.7198873 51.1958183, 9.7198393 51.1957833))",,,,,,9.719954630432994,51.19581476615607,2.183765999954633e-08,2
200898207,yes,"POLYGON ((9.719534299999999 51.1957902, 9.7194295 51.195859, 9.7193205 51.1957938, 9.7194254 51.195725, 9.719534299999999 51.1957902))",,,,,,9.719427416675249,51.19579200028049,1.4331979999475707e-08,2
200898208,yes,"POLYGON ((9.7193047 51.1956219, 9.71945 51.1957088, 9.7194254 51.195725, 9.719534299999999 51.1957902, 9.7197041 51.1956788, 9.7196929 51.1956721, 9.7194872 51.1955491, 9.7194498 51.1955267, 9.7193047 51.1956219))",townhall,,,,Rathaus,9.719503568483018,51.19565708876875,4.96465049992181e-08,2
200961402,yes,"POLYGON ((9.723019900000001 51.1985943, 9.723016100000001 51.1984528, 9.7235627 51.1984471, 9.7235665 51.1985881, 9.7232935 51.198591, 9.723292199999999 51.1985419, 9.7231635 51.1985432, 9.723164799999999 51.1985928, 9.723019900000001 51.1985943))",bank,,,,Sparkasse,9.72329670042409,51.1985163751899,7.085665500059144e-08,2
200961403,yes,"POLYGON ((9.722547 51.1985739, 9.7225254 51.198469, 9.7228751 51.1984408, 9.7229013 51.1985681, 9.7227763 51.1985782, 9.722771699999999 51.1985558, 9.722547 51.1985739))",,,,,,9.722719945108718,51.19851122594086,4.0141944999657893e-08,2
200961404,yes,"POLYGON ((9.7225901 51.1988111, 9.722753300000001 51.1988004, 9.722723500000001 51.1986226, 9.7225603 51.1986334, 9.7225901 51.1988111))",,,,,,9.722656807315303,51.19871687299649,2.932915000053061e-08,2
200962787,yes,"POLYGON ((9.7212756 51.1979953, 9.7215226 51.1979844, 9.721533300000001 51.1980803, 9.7212864 51.1980912, 9.7212756 51.1979953))",,,,,,9.721404473696523,51.19803779682139,2.379967999953271e-08,2
200998550,yes,"POLYGON ((9.717222100000001 51.1962098, 9.717302099999999 51.1961649, 9.717406199999999 51.1962377, 9.7173262 51.1962826, 9.717222100000001 51.1962098))",toilets,,,,,9.71731415,51.19622375,1.0498090000283893e-08,2
201014865,yes,"POLYGON ((9.7211564 51.1972858, 9.721315000000001 51.1972531, 9.721326299999999 51.1972748, 9.721353300000001 51.1972692, 9.7213999 51.1973579, 9.721381600000001 51.1973616, 9.721214399999999 51.1973961, 9.7211564 51.1972858))",,,,,Altes Rathaus,9.721276499885162,51.19732360267822,2.2029409999967813e-08,2
201015285,yes,"POLYGON ((9.721065599999999 51.1969671, 9.721449399999999 51.1968846, 9.7213368 51.1966788, 9.721103599999999 51.1967289, 9.7210582 51.1966458, 9.720907499999999 51.1966782, 9.721065599999999 51.1969671))",,,,,,9.721174426114237,51.19680660942013,1.0227586500061963e-07,2
201016595,yes,"POLYGON ((9.7201723 51.1973528, 9.720140199999999 51.1972758, 9.720253100000001 51.1972573, 9.7202851 51.1973344, 9.7201723 51.1973528))",,,,,,9.720212681421911,51.19730506589366,9.28641500019292e-09,2
201016596,yes,"POLYGON ((9.7202571 51.1974997, 9.7202272 51.1974476, 9.7203201 51.1974266, 9.720350099999999 51.1974787, 9.7202571 51.1974997))",,,,,,9.720288630349314,51.19746315346241,5.4716450001134034e-09,2
201017401,yes,"POLYGON ((9.721375399999999 51.1985651, 9.721466899999999 51.198678, 9.7215142 51.1987417, 9.721223200000001 51.1987555, 9.7211318 51.1986426, 9.721375399999999 51.1985651))",,,,,,9.721321500611515,51.19867436362681,4.4190179998672996e-08,2
201017402,yes,"POLYGON ((9.7214723 51.1985321, 9.7216355 51.1984972, 9.721713899999999 51.198641, 9.7215506 51.1986759, 9.7214723 51.1985321))",,,,,,9.721593080393713,51.1985865561874,2.6209764999809367e-08,2
201023213,yes,"POLYGON ((9.7184469 51.1951514, 9.718569199999999 51.1950713, 9.7187587 51.195185, 9.7186363 51.1952651, 9.7184469 51.1951514))",,,,,,9.718602783979275,51.19516820186563,2.9086139999674542e-08,2
201183091,yes,"POLYGON ((9.7202216 51.1958077, 9.720051399999999 51.1956743, 9.7201995 51.1956001, 9.720369699999999 51.1957335, 9.7202216 51.1958077))",,,,,,9.72021055,51.1957039,3.238538000044093e-08,2
201184872,yes,"POLYGON ((9.7200302 51.1960553, 9.720068899999999 51.1960373, 9.7200857 51.1960533, 9.720269699999999 51.1959782, 9.7201682 51.1958913, 9.7200159 51.1959765, 9.720022 51.1959813, 9.719978599999999 51.1960103, 9.7200302 51.1960553))",,,,,,9.720122882841913,51.19598033490426,2.3886805000130253e-08,2
203966344,yes,"POLYGON ((9.706595999999999 51.2215598, 9.706757899999999 51.2215514, 9.7067303 51.2213436, 9.706364199999999 51.2213626, 9.7063761 51.221453, 9.7065804 51.2214424, 9.706595999999999 51.2215598))",,,,,,9.706595515163123,51.221434268436,5.24658200007834e-08,0
203966345,yes,"POLYGON ((9.706479099999999 51.2220703, 9.707202199999999 51.221994, 9.7071442 51.2217783, 9.706981499999999 51.2217955, 9.707004400000001 51.2218804, 9.706580000000001 51.2219252, 9.706559800000001 51.2218502, 9.7064238 51.2218646, 9.706479099999999 51.2220703))",,,,,,9.706824722880382,51.2219445767535,1.219251149996716e-07,0
203966346,yes,"POLYGON ((9.7058737 51.2226577, 9.7057524 51.2224103, 9.7058591 51.2223898, 9.7059046 51.2224828, 9.7059865 51.222467, 9.7060622 51.2226214, 9.7058737 51.2226577))",,,,,,9.705904286040004,51.22253292386774,4.2702139999592166e-08,0
203966347,yes,"POLYGON ((9.7058366 51.2228456, 9.7059929 51.2228183, 9.7059336 51.2226853, 9.705777299999999 51.2227126, 9.7058366 51.2228456))",,,,,,9.7058851,51.222765450000004,2.2406789999734898e-08,0
203966349,yes,"POLYGON ((9.706735200000001 51.2229517, 9.707008800000001 51.2229189, 9.7069647 51.2227747, 9.7066911 51.2228075, 9.706735200000001 51.2229517))",,,,,,9.70684995,51.2228632,4.0899600000286026e-08,0
203966352,yes,"POLYGON ((9.707142299999999 51.2231891, 9.708145500000001 51.223268, 9.7088831 51.2232461, 9.7088509 51.2229539, 9.708933999999999 51.2229506, 9.7089237 51.2227945, 9.7082608 51.2228078, 9.7082581 51.22288, 9.707584900000001 51.2228531, 9.707568800000001 51.2229455, 9.7080869 51.2229709, 9.7081003 51.2230448, 9.7072577 51.2229892, 9.707242000000001 51.22307, 9.707156100000001 51.2230616, 9.707142299999999 51.2231891))",,,,,,9.708165639351588,51.22305269575013,5.929827349964419e-07,0
203966355,yes,"POLYGON ((9.708088200000001 51.2228339, 9.7082298 51.222799, 9.708186299999999 51.2227297, 9.708044599999999 51.2227646, 9.708088200000001 51.2228339))",,,,,,9.708137219147384,51.22278179736502,1.1336239999804906e-08,0
203966369,yes,"POLYGON ((9.7064986 51.2241902, 9.7067078 51.2241734, 9.7066059 51.2236291, 9.7063247 51.2236495, 9.706276000000001 51.223693, 9.706276000000001 51.22374, 9.706348800000001 51.2237822, 9.7063994 51.223787, 9.7064986 51.2241902))",,,,,,9.706525280410466,51.2238876440296,1.361121100009629e-07,0
203966373,yes,"POLYGON ((9.7079915 51.2245644, 9.708327300000001 51.2245133, 9.7082719 51.2243703, 9.708176 51.2243848, 9.7081903 51.2244219, 9.7079504 51.2244583, 9.7079915 51.2245644))",,,,,,9.708147201825803,51.22447769401806,4.1467464999093406e-08,0
203966374,yes,"POLYGON ((9.707167699999999 51.2252183, 9.7073225 51.2251237, 9.7073991 51.2251729, 9.707244299999999 51.2252674, 9.707167699999999 51.2252183))",,,,,,9.70728341015394,51.225195564674486,1.4850950000114456e-08,0
203966375,yes,"POLYGON ((9.7072813 51.2255022, 9.7074672 51.2252888, 9.7076574 51.2253538, 9.7074715 51.2255672, 9.7072813 51.2255022))",,,,,,9.707469350000002,51.225427999999994,5.2672179999934766e-08,0
203966377,yes,"POLYGON ((9.707636000000001 51.2256066, 9.7078202 51.2255211, 9.708050099999999 51.2257155, 9.7078659 51.2258009, 9.707636000000001 51.2256066))",,,,,,9.707843047155645,51.22566101591866,5.544422500009071e-08,0
203966378,yes,"POLYGON ((9.705855100000001 51.2255823, 9.7061964 51.2254695, 9.7060923 51.225346, 9.705750999999999 51.2254588, 9.705855100000001 51.2255823))",,,,,,9.7059737,51.22546415,5.389302999995383e-08,0
203966384,yes,"POLYGON ((9.706956699999999 51.2262353, 9.7070995 51.2261273, 9.7073936 51.2262797, 9.7072509 51.2263877, 9.706956699999999 51.2262353))",,,,,,9.707175165620056,51.22625749819989,5.352329999891071e-08,0
203966385,yes,"POLYGON ((9.707456000000001 51.2260893, 9.7077119 51.2259556, 9.707841 51.2260524, 9.7077776 51.2260856, 9.7079606 51.2262229, 9.7077682 51.2263235, 9.707456000000001 51.2260893))",,car_repair,,,Fa. TS-CAR-Point Schöse,9.707712685686392,51.22613985190458,8.688725500004881e-08,0
203966386,yes,"POLYGON ((9.7064621 51.2258126, 9.706685999999999 51.2258024, 9.7066585 51.2255672, 9.706434700000001 51.2255774, 9.7064621 51.2258126))",,,,,,9.70656032637597,51.22568990869317,5.2929509999522625e-08,0
203966388,yes,"POLYGON ((9.7067806 51.2264817, 9.706922 51.2265341, 9.707010800000001 51.2264402, 9.7068197 51.2263694, 9.706768500000001 51.2264236, 9.7068181 51.226442, 9.7067806 51.2264817))",,,,,,9.70688275671035,51.226451640051856,2.1565405000031603e-08,0
203966391,yes,"POLYGON ((9.7080153 51.2262018, 9.7081512 51.2259695, 9.7084896 51.2260471, 9.708446 51.2261217, 9.7083707 51.2261044, 9.708278399999999 51.2262622, 9.7080153 51.2262018))",,,,,,9.708232926245397,51.226112465103725,7.570173999997282e-08,0
203966392,yes,"POLYGON ((9.7086328 51.2265584, 9.708922299999999 51.226408, 9.7087433 51.2262728, 9.7084537 51.2264232, 9.7086328 51.2265584))",,,,,,9.70868801645484,51.22641560054749,6.607628000113947e-08,0
203966395,yes,"POLYGON ((9.7073631 51.2268174, 9.7075447 51.2266715, 9.707698799999999 51.2267467, 9.7075171 51.2268926, 9.7073631 51.2268174))",,,,,MRI GmbH,9.707530933783328,51.226782046395144,3.613597499946169e-08,0
203966398,yes,"POLYGON ((9.709505200000001 51.2280014, 9.709226299999999 51.2278704, 9.709333600000001 51.2277763, 9.709210199999999 51.2277259, 9.7089956 51.2276756, 9.7089318 51.2277313, 9.708823900000001 51.2276789, 9.708561100000001 51.2274874, 9.708802499999999 51.227175, 9.708545000000001 51.227091, 9.708668400000001 51.2269163, 9.7082178 51.2267685, 9.707981699999999 51.2269432, 9.7078422 51.2271213, 9.707740299999999 51.2272523, 9.7085825 51.2278637, 9.7085455 51.2279463, 9.7090224 51.2281593, 9.7090868 51.2280854, 9.709296 51.2281862, 9.709505200000001 51.2280014))",,,,,,9.708537752382274,51.22747574014831,9.149677850024454e-07,0
203966399,yes,"POLYGON ((9.7097915 51.2269304, 9.710141500000001 51.2268398, 9.7100367 51.2266809, 9.709686700000001 51.2267714, 9.7097915 51.2269304))",,,,,,9.709914085729768,51.226805631187155,6.512214000099313e-08,0
203966400,yes,"POLYGON ((9.7091291 51.2267921, 9.7091972 51.2264477, 9.7094659 51.2264686, 9.709421000000001 51.2266953, 9.7095249 51.2267033, 9.709501599999999 51.226821, 9.7091291 51.2267921))",,,,,,9.70931659593301,51.2266452408522,1.0635015999989279e-07,0
203966403,yes,"POLYGON ((9.7097961 51.2273775, 9.710115800000001 51.2273534, 9.7100676 51.2271029, 9.7097479 51.227127, 9.7097961 51.2273775))",,,,,,9.70993185,51.227240200000004,8.124647000029194e-08,0
203966440,yes,"POLYGON ((9.708778499999999 51.2274909, 9.7088482 51.2274102, 9.7089371 51.2274407, 9.7089716 51.2274069, 9.709296500000001 51.2275163, 9.7100525 51.2276437, 9.709996200000001 51.2278134, 9.709202299999999 51.2276723, 9.7088375 51.2275614, 9.708867400000001 51.227523, 9.708778499999999 51.2274909))",,,,,,9.709426893396696,51.227615252200415,2.123481550026552e-07,0
203966445,yes,"POLYGON ((9.7092574 51.2285807, 9.7105718 51.2289767, 9.7109711 51.2284569, 9.7113403 51.2285681, 9.7114595 51.228413, 9.7097759 51.2279057, 9.7092574 51.2285807))",,,,,,9.710236996397173,51.228440828657526,1.163049219992818e-06,0
203966448,yes,"POLYGON ((9.708679200000001 51.2285407, 9.7091812 51.2286837, 9.7091701 51.2287153, 9.710747599999999 51.2291825, 9.7108069 51.2290962, 9.708716799999999 51.2284785, 9.708679200000001 51.2285407))",,,,,,9.709801217982909,51.22884770750848,1.992119599962074e-07,0
203966449,yes,"POLYGON ((9.7108486 51.2288163, 9.7110219 51.2285943, 9.7111555 51.2286352, 9.710982100000001 51.2288572, 9.7108486 51.2288163))",,,,,,9.711002034968283,51.22872573920031,3.673811500046708e-08,0
203966450,yes,"POLYGON ((9.7116533 51.2288964, 9.7117118 51.2288172, 9.7118661 51.2288618, 9.7119017 51.2288136, 9.7117653 51.2287741, 9.711833499999999 51.2286816, 9.711620699999999 51.22862, 9.7114583 51.22884, 9.7116533 51.2288964))",,,,,,9.71166616963692,51.22876534926627,6.309476000006996e-08,0
203966459,yes,"POLYGON ((9.7083896 51.2287224, 9.7085238 51.2285366, 9.709069100000001 51.228691, 9.7089348 51.2288769, 9.7083896 51.2287224))",,,,,,9.708729351517565,51.22870673172285,1.2206962500264615e-07,0
203966460,yes,"POLYGON ((9.707336700000001 51.2283893, 9.7074433 51.2282743, 9.7080895 51.228509, 9.707983 51.228624, 9.707336700000001 51.2283893))",,,,,,9.707713111246631,51.22844914648807,9.932603500040366e-08,0
203966464,yes,"POLYGON ((9.7071658 51.2281002, 9.7074625 51.2278854, 9.7073295 51.2278134, 9.7070329 51.2280282, 9.7071658 51.2281002))",,,,,,9.707247687235913,51.22795679316273,4.991645999967249e-08,0
203966471,yes,"POLYGON ((9.7080719 51.2280362, 9.7083157 51.2279461, 9.7081819 51.2278041, 9.708253600000001 51.2277776, 9.708148100000001 51.2276656, 9.7078326 51.2277821, 9.7080719 51.2280362))",,,,,,9.70808457321731,51.22784928811573,9.431405499909474e-08,0
203966497,yes,"POLYGON ((9.707310100000001 51.2276628, 9.7074718 51.2275579, 9.706936199999999 51.2272342, 9.7067944 51.2273262, 9.707052600000001 51.2274823, 9.706987399999999 51.2275246, 9.707147900000001 51.2276216, 9.707193200000001 51.2275922, 9.707310100000001 51.2276628))",,,,,,9.707132583538765,51.227459704580056,1.1121913499977269e-07,0
203966584,yes,"POLYGON ((9.701599999999999 51.2266499, 9.701809600000001 51.2265896, 9.701603 51.226308, 9.701393400000001 51.2263683, 9.701599999999999 51.2266499))",,,,,,9.7016015,51.22647895000001,7.148133999914417e-08,0
203966587,house,"POLYGON ((9.701760800000001 51.2270167, 9.701950500000001 51.2269996, 9.7019258 51.2268923, 9.701790900000001 51.2269045, 9.701799899999999 51.2269436, 9.7017451 51.2269485, 9.701760800000001 51.2270167))",,,,,,9.70185216432488,51.226957804945876,1.858665999955133e-08,0
203966588,yes,"POLYGON ((9.7023267 51.2272939, 9.7024537 51.2272477, 9.7023718 51.2271593, 9.702244800000001 51.2272055, 9.7023267 51.2272939))",,,,,,9.702349250000001,51.227226599999995,1.5010580000245216e-08,0
203966595,yes,"POLYGON ((9.7016332 51.2257103, 9.7018431 51.2256655, 9.701757000000001 51.2255071, 9.701575500000001 51.2255458, 9.7016165 51.2256214, 9.7015774 51.2256297, 9.701535 51.2255517, 9.7014139 51.2255775, 9.701436599999999 51.2256192, 9.7014912 51.2256076, 9.7015268 51.2256729, 9.7016039 51.2256565, 9.7016332 51.2257103))",,,,,,9.7016580811772,51.225609844540216,4.554803500000723e-08,0
203966604,yes,"POLYGON ((9.703494900000001 51.2252054, 9.7034571 51.2252755, 9.7034807 51.2254382, 9.7033445 51.2254485, 9.703309600000001 51.2253023, 9.703400800000001 51.2251192, 9.703467399999999 51.2251127, 9.703494900000001 51.2252054))",,,,,,9.703406183898348,51.22529157518125,4.2836534999606e-08,0
203966618,yes,"POLYGON ((9.7028243 51.2255826, 9.7031724 51.2255886, 9.7031755 51.2255169, 9.703071599999999 51.2255152, 9.7030744 51.2254514, 9.702830199999999 51.2254472, 9.7028243 51.2255826))",,,,,,9.702981078474506,51.225523411659715,4.0539560001509336e-08,0
203966619,yes,"POLYGON ((9.7034909 51.2256623, 9.703602399999999 51.225651, 9.7035871 51.225592, 9.703826400000001 51.2255677, 9.7038014 51.2254713, 9.703567400000001 51.2254951, 9.703586899999999 51.22557, 9.703470100000001 51.2255819, 9.7034909 51.2256623))",,,,,,9.703650983606043,51.225555672359576,3.2462774999284014e-08,0
203966621,yes,"POLYGON ((9.7045238 51.2257755, 9.7049734 51.225689, 9.7049118 51.2255633, 9.704462100000001 51.2256498, 9.7045238 51.2257755))",,,,,,9.704717768715804,51.22566939887931,6.185373000057232e-08,0
203966633,yes,"POLYGON ((9.705481300000001 51.2257066, 9.7052789 51.2255945, 9.7053666 51.2255324, 9.705569000000001 51.2256445, 9.705481300000001 51.2257066))",,,,,,9.70542395,51.2256195,2.2400210000470354e-08,0
203966645,yes,"POLYGON ((9.704776600000001 51.225058, 9.7050351 51.2248941, 9.704846399999999 51.2247774, 9.7045879 51.2249413, 9.704776600000001 51.225058))",,,,,,9.7048115,51.22491769999999,6.109487999932091e-08,0
203966693,yes,"POLYGON ((9.7051058 51.2253536, 9.705240399999999 51.2252795, 9.7052774 51.2253059, 9.705368399999999 51.2252558, 9.705452899999999 51.225316, 9.7055358 51.2252704, 9.705302700000001 51.2251042, 9.705085 51.225224, 9.7051248 51.2252524, 9.705033999999999 51.2253024, 9.7051058 51.2253536))",,,,,,9.705275874103599,51.22523381954524,5.5918350000709487e-08,0
203966698,yes,"POLYGON ((9.7059073 51.2252531, 9.7062211 51.2250823, 9.706074600000001 51.2249768, 9.7060148 51.2250094, 9.705939499999999 51.2249552, 9.705750800000001 51.225058, 9.7058312 51.2251159, 9.7057661 51.2251514, 9.7059073 51.2252531))",,,,,,9.705966397172954,51.225095565355915,7.56430600013198e-08,0
203966699,yes,"POLYGON ((9.7043371 51.2249051, 9.7044944 51.224705, 9.7044134 51.22468, 9.704371699999999 51.2247331, 9.704226500000001 51.2246883, 9.7041953 51.2247279, 9.7040828 51.2246932, 9.704038799999999 51.2247492, 9.7039425 51.2247196, 9.703902100000001 51.224771, 9.7043371 51.2249051))",,,,,,9.704224511610715,51.22478009462662,6.784160500025394e-08,0
203966703,yes,"POLYGON ((9.7036468 51.2245626, 9.703732 51.2244416, 9.704063100000001 51.2245331, 9.7039779 51.224654, 9.7036468 51.2245626))",,,,,,9.703854932167594,51.22454781793031,4.783808500019002e-08,0
203966704,yes,"POLYGON ((9.7034041 51.2241224, 9.7036012 51.2238676, 9.703253399999999 51.2237621, 9.7030563 51.2240169, 9.7034041 51.2241224))",,,,,,9.70332875,51.22394225000001,1.094134899994389e-07,0
